,County,DistrictCode,DistrictName,SchoolCode,SchoolName,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,BegginingGrade9,TransferIn,Year1Dropout,Year2Dropout,Year3Dropout,Year4Dropout,TransferOut,FinalCohort,Graduate,Continuing,Dropout,GraduationRate,DisciplineDenominator,DisciplineNumerator,DisciplineRate,DistrictCode_y,Expenditure
190,Snohomish,31004.0,Lake Stevens School District,2426.0,Lake Stevens Sr High School,P,12th Grade,686.0,314.0,1.0,371.0,4.0,35.0,12.0,86.0,3.0,48.0,498.0,10.0,0.0,42.0,10.0,160.0,0.0,7.0,17.0,69.0,117.0,676.0,686.0,644.0,676.0,526.0,686.0,650.0,54.0,,,13.0,18.0,60.0,644.0,581.0,32.0,31.0,0.9022,721,36,5.00%,31004.0,24820492.9
191,King,17937.0,Lake Washington Institute of Technology,5953.0,Lake Washington Technical Academy,5,12th Grade,230.0,81.0,0.0,149.0,0.0,6.0,3.0,34.0,0.0,10.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,39.0,0.0,0.0,230.0,230.0,230.0,230.0,230.0,230.0,96.0,16.0,,,8.0,19.0,0.0,112.0,15.0,70.0,27.0,0.1339,Count Suppressed,Count Suppressed,<1%,,
192,King,17937.0,Lake Washington Institute of Technology,5306.0,Open Doors at LWIT,R,12th Grade,442.0,212.0,0.0,230.0,6.0,37.0,28.0,66.0,6.0,19.0,280.0,0.0,0.0,0.0,5.0,0.0,1.0,16.0,51.0,0.0,0.0,442.0,440.0,442.0,437.0,442.0,441.0,118.0,90.0,,1.0,5.0,19.0,2.0,206.0,3.0,178.0,25.0,0.0146,Count Suppressed,Count Suppressed,<1%,,
193,King,17414.0,Lake Washington School District,4439.0,Eastlake High School,P,12th Grade,423.0,214.0,0.0,209.0,1.0,65.0,7.0,32.0,2.0,27.0,289.0,5.0,0.0,16.0,2.0,17.0,0.0,0.0,12.0,59.0,39.0,418.0,423.0,407.0,421.0,406.0,423.0,429.0,44.0,,1.0,2.0,11.0,61.0,412.0,385.0,13.0,14.0,0.9345,Count Suppressed,Count Suppressed,<1%,17414.0,25582660.1
194,King,17414.0,Lake Washington School District,3855.0,Emerson High School,A,12th Grade,20.0,9.0,0.0,11.0,0.0,1.0,0.0,4.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,4.0,10.0,20.0,20.0,20.0,20.0,14.0,20.0,17.0,,,,,2.0,4.0,13.0,8.0,3.0,2.0,0.6154,Count Suppressed,Count Suppressed,<10%,17414.0,1928718.3
195,King,17414.0,Lake Washington School District,1804.0,Futures School,A,12th Grade,29.0,15.0,0.0,14.0,0.0,2.0,2.0,8.0,0.0,1.0,16.0,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,6.0,28.0,29.0,29.0,27.0,21.0,29.0,38.0,5.0,,,,2.0,3.0,40.0,36.0,2.0,2.0,0.9,Count Suppressed,Count Suppressed,<7%,17414.0,958467.3
196,King,17414.0,Lake Washington School District,3771.0,Juanita High School,P,12th Grade,329.0,166.0,0.0,163.0,0.0,65.0,6.0,49.0,2.0,26.0,181.0,11.0,0.0,13.0,5.0,72.0,0.0,0.0,7.0,24.0,34.0,318.0,329.0,316.0,324.0,257.0,329.0,334.0,37.0,5.0,3.0,3.0,6.0,45.0,326.0,300.0,9.0,17.0,0.9202,Count Suppressed,Count Suppressed,<1%,17414.0,19684433.1
197,King,17414.0,Lake Washington School District,2739.0,Lake Washington High School,P,12th Grade,425.0,197.0,0.0,228.0,1.0,52.0,12.0,49.0,0.0,28.0,283.0,16.0,0.0,20.0,3.0,64.0,0.0,1.0,28.0,41.0,40.0,409.0,423.0,405.0,422.0,361.0,425.0,409.0,50.0,1.0,1.0,3.0,7.0,80.0,379.0,356.0,11.0,12.0,0.9393,Count Suppressed,Count Suppressed,<1%,17414.0,22172239.5
198,King,17414.0,Lake Washington School District,3528.0,Redmond High School,P,12th Grade,464.0,230.0,0.0,234.0,0.0,97.0,14.0,53.0,2.0,43.0,255.0,12.0,0.0,40.0,5.0,54.0,0.0,0.0,9.0,68.0,35.0,452.0,463.0,424.0,459.0,410.0,464.0,451.0,62.0,,2.0,3.0,9.0,50.0,463.0,431.0,18.0,14.0,0.9309,Count Suppressed,Count Suppressed,<1%,17414.0,26031953.2
199,Snohomish,31306.0,Lakewood School District,4204.0,Lakewood High School,P,12th Grade,169.0,83.0,0.0,86.0,1.0,3.0,8.0,26.0,1.0,14.0,116.0,2.0,0.0,6.0,12.0,54.0,0.0,3.0,12.0,10.0,17.0,167.0,169.0,163.0,157.0,115.0,169.0,156.0,31.0,,,8.0,9.0,27.0,160.0,140.0,3.0,17.0,0.875,173,5,2.90%,31306.0,9559830.4
200,Adams,1158.0,Lind School District,2903.0,Lind-Ritzville High School,P,12th Grade,10.0,5.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,10.0,8.0,4.0,9.0,13.0,4.0,,,,1.0,6.0,11.0,9.0,1.0,1.0,0.8182,Count Suppressed,Count Suppressed,<10%,1158.0,908612.7
201,Cowlitz,8122.0,Longview School District,5312.0,Discovery High School,A,12th Grade,65.0,36.0,0.0,29.0,0.0,0.0,1.0,19.0,1.0,5.0,39.0,2.0,0.0,1.0,2.0,46.0,0.0,1.0,14.0,3.0,2.0,63.0,64.0,64.0,63.0,19.0,65.0,58.0,17.0,,1.0,2.0,15.0,6.0,69.0,39.0,12.0,18.0,0.5652,Count Suppressed,Count Suppressed,<3%,8122.0,1465406.6
202,Cowlitz,8122.0,Longview School District,3151.0,Mark Morris High School,P,12th Grade,211.0,108.0,0.0,103.0,1.0,7.0,0.0,34.0,0.0,19.0,150.0,7.0,0.0,23.0,13.0,78.0,1.0,1.0,10.0,2.0,27.0,204.0,211.0,188.0,198.0,133.0,210.0,212.0,25.0,,2.0,3.0,7.0,26.0,211.0,185.0,14.0,12.0,0.8768,214,11,5.10%,8122.0,12691833.6
203,Cowlitz,8122.0,Longview School District,2416.0,R A Long High School,P,12th Grade,215.0,100.0,0.0,115.0,3.0,11.0,1.0,35.0,4.0,8.0,153.0,8.0,0.0,20.0,13.0,107.0,0.0,0.0,9.0,2.0,45.0,207.0,214.0,195.0,202.0,108.0,215.0,198.0,24.0,,1.0,2.0,1.0,23.0,199.0,189.0,6.0,4.0,0.9497,223,3,1.30%,8122.0,11518289.9
204,San Juan,28144.0,Lopez School District,2632.0,Lopez Middle High School,P,12th Grade,11.0,10.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,9.0,11.0,11.0,10.0,9.0,11.0,14.0,5.0,,1.0,1.0,,5.0,14.0,11.0,1.0,2.0,0.7857,Count Suppressed,Count Suppressed,<10%,28144.0,2076167.6
205,Whatcom,37903.0,Lummi Tribal Agency,5373.0,Lummi Nation School,Q,12th Grade,22.0,7.0,0.0,15.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,20.0,1.0,0.0,2.0,0.0,9.0,22.0,22.0,22.0,20.0,2.0,21.0,21.0,2.0,,,,1.0,3.0,20.0,12.0,7.0,1.0,0.6,Count Suppressed,Count Suppressed,<10%,37903.0,5408890.1
206,Klickitat,20406.0,Lyle School District,3111.0,Lyle High School,P,12th Grade,21.0,10.0,0.0,11.0,1.0,0.0,0.0,4.0,0.0,2.0,14.0,0.0,0.0,0.0,4.0,12.0,1.0,0.0,3.0,0.0,1.0,21.0,21.0,21.0,17.0,9.0,20.0,26.0,3.0,,1.0,1.0,5.0,6.0,23.0,15.0,1.0,7.0,0.6522,Count Suppressed,Count Suppressed,<10%,20406.0,1614286.3
207,Whatcom,37504.0,Lynden School District,5466.0,IMPACT Reengagement Program,R,12th Grade,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,Count Suppressed,Count Suppressed,Suppressed: N<10,37504.0,40043.2
208,Whatcom,37504.0,Lynden School District,4201.0,Lynden High School,P,12th Grade,251.0,131.0,0.0,120.0,1.0,3.0,1.0,55.0,1.0,13.0,177.0,10.0,0.0,13.0,6.0,89.0,3.0,0.0,10.0,11.0,29.0,241.0,250.0,238.0,245.0,162.0,248.0,226.0,34.0,,1.0,4.0,18.0,30.0,230.0,193.0,14.0,23.0,0.8391,269,7,2.60%,37504.0,11208135.3
209,Yakima,39120.0,Mabton School District,5289.0,Mabton Jr. Sr. High,P,12th Grade,51.0,24.0,0.0,27.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,15.0,0.0,0.0,2.0,48.0,10.0,0.0,1.0,0.0,8.0,36.0,51.0,51.0,49.0,3.0,41.0,50.0,11.0,,2.0,2.0,2.0,6.0,55.0,48.0,1.0,6.0,0.8727,Count Suppressed,Count Suppressed,<5%,39120.0,5511381.9
210,Chelan,4019.0,Manson School District,2623.0,Manson High School,P,12th Grade,47.0,24.0,0.0,23.0,0.0,0.0,0.0,30.0,0.0,0.0,17.0,9.0,0.0,0.0,2.0,37.0,3.0,0.0,0.0,1.0,8.0,38.0,45.0,47.0,45.0,10.0,44.0,46.0,6.0,1.0,,1.0,2.0,2.0,50.0,46.0,0.0,4.0,0.92,Count Suppressed,Count Suppressed,<6%,4019.0,3224972.4
211,,,,3495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,
212,Mason,23311.0,Mary M Knight School District,5444.0,Mary M. Knight School,P,12th Grade,11.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,2.0,0.0,11.0,11.0,8.0,9.0,4.0,11.0,10.0,2.0,,,,2.0,1.0,11.0,9.0,0.0,2.0,0.8182,Count Suppressed,Count Suppressed,<10%,23311.0,3447610.7
213,Stevens,33207.0,Mary Walker School District,3311.0,Mary Walker High School,P,12th Grade,39.0,21.0,0.0,18.0,4.0,0.0,0.0,4.0,0.0,4.0,27.0,0.0,0.0,0.0,3.0,27.0,0.0,0.0,4.0,2.0,5.0,39.0,39.0,39.0,36.0,12.0,39.0,40.0,9.0,,2.0,1.0,4.0,7.0,42.0,33.0,2.0,7.0,0.7857,Count Suppressed,Count Suppressed,<7%,33207.0,2624668.1
214,,,,3894.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,33207.0,2197050.3
215,,,,5210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.0,,,,,9.0,0.0,0.0,0.0,0.0,,,,,,
216,Snohomish,31025.0,Marysville School District,1657.0,Heritage School,P,12th Grade,21.0,14.0,0.0,7.0,13.0,0.0,1.0,4.0,0.0,2.0,1.0,5.0,0.0,0.0,3.0,17.0,2.0,0.0,8.0,0.0,7.0,16.0,21.0,21.0,18.0,4.0,19.0,21.0,4.0,,2.0,4.0,3.0,4.0,21.0,4.0,8.0,9.0,0.1905,26,3,11.50%,31025.0,2308352.6
217,Snohomish,31025.0,Marysville School District,1927.0,Legacy High School,P,12th Grade,95.0,57.0,0.0,38.0,10.0,0.0,2.0,14.0,1.0,9.0,59.0,2.0,0.0,3.0,16.0,43.0,0.0,1.0,14.0,7.0,25.0,93.0,93.0,92.0,79.0,52.0,95.0,89.0,11.0,2.0,1.0,3.0,3.0,9.0,91.0,60.0,22.0,9.0,0.6593,100,8,8.00%,31025.0,4110645.8
218,Snohomish,31025.0,Marysville School District,5478.0,Marysville Getchell High School,P,12th Grade,410.0,212.0,0.0,198.0,5.0,36.0,14.0,91.0,2.0,40.0,222.0,23.0,0.0,48.0,8.0,136.0,2.0,2.0,24.0,8.0,39.0,387.0,408.0,362.0,402.0,274.0,408.0,389.0,35.0,,,9.0,29.0,23.0,401.0,345.0,18.0,38.0,0.8603,424,6,1.40%,31025.0,20908341.5
219,,,,4233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,,4.0,4.0,,4.0,10.0,2.0,0.0,8.0,0.2,,,,,
220,Snohomish,31025.0,Marysville School District,5213.0,Marysville Pilchuck High School,P,12th Grade,270.0,131.0,0.0,139.0,11.0,17.0,5.0,54.0,0.0,27.0,156.0,11.0,0.0,19.0,12.0,114.0,3.0,5.0,15.0,4.0,40.0,259.0,265.0,251.0,258.0,156.0,267.0,291.0,26.0,1.0,7.0,7.0,25.0,24.0,293.0,222.0,31.0,40.0,0.7577,280,18,6.40%,31025.0,18540007.6
221,,,,5214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,3.0,0.0,0.0,0.0,0.0,,,,,,
222,,,,1744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,31025.0,354313.5
223,Spokane,32354.0,Mead School District,1803.0,Mead Alternative High School (Closed after 2018-2019 school year),A,12th Grade,37.0,18.0,0.0,19.0,0.0,0.0,0.0,1.0,0.0,2.0,34.0,0.0,0.0,0.0,10.0,25.0,0.0,0.0,12.0,3.0,8.0,37.0,37.0,37.0,27.0,12.0,37.0,25.0,11.0,,,,3.0,6.0,30.0,20.0,7.0,3.0,0.6667,Count Suppressed,Count Suppressed,<6%,32354.0,1445889.8
224,Spokane,32354.0,Mead School District,2402.0,Mead Senior High School,P,12th Grade,442.0,220.0,0.0,222.0,2.0,2.0,3.0,24.0,0.0,45.0,366.0,7.0,0.0,35.0,16.0,107.0,0.0,11.0,10.0,10.0,61.0,435.0,436.0,407.0,426.0,335.0,442.0,401.0,47.0,,,2.0,3.0,43.0,405.0,381.0,19.0,5.0,0.9407,457,13,2.80%,32354.0,21465276.3
225,Spokane,32354.0,Mead School District,4491.0,Mt Spokane High School,P,12th Grade,385.0,186.0,0.0,199.0,2.0,7.0,3.0,31.0,7.0,26.0,309.0,26.0,0.0,33.0,11.0,114.0,0.0,2.0,10.0,5.0,44.0,359.0,384.0,352.0,374.0,271.0,385.0,351.0,50.0,,,1.0,4.0,36.0,365.0,344.0,16.0,5.0,0.9425,409,6,1.50%,32354.0,20161059.2
226,Spokane,32326.0,Medical Lake School District,5042.0,Medical Lake Endeavors,A,12th Grade,11.0,3.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,2.0,11.0,11.0,11.0,11.0,6.0,11.0,14.0,1.0,,2.0,,1.0,1.0,14.0,6.0,5.0,3.0,0.4286,Count Suppressed,Count Suppressed,<10%,32326.0,616017.8
227,Spokane,32326.0,Medical Lake School District,2890.0,Medical Lake High School,P,12th Grade,130.0,51.0,0.0,79.0,0.0,1.0,4.0,12.0,0.0,8.0,105.0,0.0,0.0,7.0,2.0,32.0,0.0,16.0,4.0,11.0,11.0,130.0,128.0,123.0,128.0,98.0,130.0,136.0,21.0,,1.0,1.0,1.0,27.0,130.0,127.0,0.0,3.0,0.9769,Count Suppressed,Count Suppressed,<2%,32326.0,6925955.6
228,King,17400.0,Mercer Island School District,3029.0,Mercer Island High School,P,12th Grade,402.0,182.0,1.0,219.0,1.0,77.0,6.0,16.0,0.0,22.0,280.0,1.0,0.0,70.0,5.0,23.0,0.0,2.0,3.0,83.0,30.0,401.0,401.0,332.0,397.0,379.0,402.0,398.0,48.0,,4.0,4.0,6.0,35.0,411.0,382.0,15.0,14.0,0.9294,407,6,1.50%,17400.0,21636113.2
229,Whatcom,37505.0,Meridian School District,2554.0,Meridian High School,P,12th Grade,137.0,71.0,0.0,66.0,1.0,8.0,0.0,23.0,1.0,9.0,95.0,3.0,0.0,8.0,2.0,51.0,2.0,3.0,4.0,11.0,24.0,134.0,136.0,129.0,135.0,86.0,135.0,130.0,18.0,,1.0,3.0,8.0,15.0,133.0,114.0,7.0,12.0,0.8571,Count Suppressed,Count Suppressed,<2%,37505.0,6511440.9
230,Snohomish,31103.0,Monroe School District,1806.0,Leaders In Learning,A,12th Grade,31.0,16.0,0.0,15.0,0.0,0.0,1.0,11.0,0.0,2.0,17.0,2.0,0.0,0.0,9.0,23.0,0.0,0.0,9.0,3.0,11.0,29.0,31.0,31.0,22.0,8.0,31.0,33.0,3.0,,,3.0,4.0,4.0,32.0,15.0,10.0,7.0,0.4688,49,5,10.20%,31103.0,1262720.8
231,Snohomish,31103.0,Monroe School District,4528.0,Monroe High School,P,12th Grade,403.0,202.0,0.0,201.0,1.0,10.0,4.0,87.0,1.0,15.0,285.0,20.0,0.0,0.0,8.0,121.0,1.0,0.0,12.0,27.0,63.0,383.0,403.0,403.0,395.0,282.0,402.0,383.0,40.0,1.0,3.0,9.0,11.0,44.0,379.0,325.0,30.0,24.0,0.8575,446,14,3.10%,31103.0,22437881.5
232,Snohomish,31103.0,Monroe School District,1777.0,Sky Valley Education Center,5,12th Grade,70.0,43.0,0.0,27.0,1.0,1.0,0.0,3.0,1.0,7.0,57.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0,0.0,70.0,70.0,70.0,70.0,65.0,70.0,68.0,7.0,1.0,2.0,,1.0,13.0,62.0,54.0,4.0,4.0,0.871,Count Suppressed,Count Suppressed,<4%,31103.0,7631862.9
233,Grays Harbor,14066.0,Montesano School District,2180.0,Montesano Jr-Sr High,P,12th Grade,80.0,38.0,0.0,42.0,2.0,1.0,0.0,13.0,0.0,7.0,57.0,4.0,0.0,9.0,2.0,27.0,0.0,1.0,7.0,4.0,16.0,76.0,79.0,71.0,78.0,53.0,80.0,62.0,8.0,,,,3.0,11.0,59.0,48.0,8.0,3.0,0.8136,Count Suppressed,Count Suppressed,<3%,14066.0,8722658.6
234,Lewis,21214.0,Morton School District,3112.0,Morton Junior-Senior High,P,12th Grade,22.0,8.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,3.0,17.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,2.0,0.0,2.0,22.0,22.0,22.0,21.0,9.0,22.0,23.0,4.0,,1.0,,3.0,3.0,24.0,18.0,2.0,4.0,0.75,Count Suppressed,Count Suppressed,<10%,21214.0,2627476.0
235,Grant,13161.0,Moses Lake School District,3215.0,Moses Lake High School,P,12th Grade,520.0,268.0,0.0,252.0,2.0,10.0,4.0,222.0,0.0,12.0,270.0,30.0,0.0,0.0,9.0,253.0,26.0,1.0,49.0,12.0,43.0,490.0,519.0,520.0,511.0,267.0,494.0,503.0,70.0,2.0,9.0,17.0,25.0,90.0,483.0,395.0,35.0,53.0,0.8178,556,16,2.90%,13161.0,29347106.3
236,Grant,13161.0,Moses Lake School District,5323.0,Skill Source Reingagement Program,R,12th Grade,114.0,64.0,0.0,50.0,0.0,1.0,0.0,62.0,0.0,0.0,51.0,5.0,0.0,0.0,1.0,85.0,3.0,1.0,47.0,3.0,17.0,109.0,113.0,114.0,113.0,29.0,111.0,97.0,19.0,,2.0,6.0,58.0,2.0,114.0,24.0,24.0,66.0,0.2105,Count Suppressed,Count Suppressed,<2%,13161.0,313641.9
237,Yakima,39209.0,Mount Adams School District,2532.0,White Swan High School,P,12th Grade,56.0,32.0,0.0,24.0,26.0,0.0,0.0,21.0,0.0,6.0,3.0,18.0,0.0,0.0,11.0,55.0,4.0,0.0,12.0,6.0,15.0,38.0,56.0,56.0,45.0,1.0,52.0,56.0,8.0,,4.0,4.0,8.0,6.0,58.0,40.0,2.0,16.0,0.6897,65,6,9.20%,39209.0,6834589.4
238,,,,5112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,0.0,0.0,0.0,0.0,,,,,37507.0,472360.7
239,Whatcom,37507.0,Mount Baker School District,2343.0,Mount Baker Senior High,P,12th Grade,147.0,61.0,0.0,86.0,5.0,1.0,0.0,17.0,1.0,6.0,117.0,5.0,0.0,11.0,1.0,68.0,0.0,0.0,9.0,6.0,11.0,142.0,146.0,136.0,146.0,79.0,147.0,156.0,21.0,5.0,3.0,5.0,10.0,26.0,151.0,114.0,14.0,23.0,0.755,160,5,3.10%,37507.0,9177814.6
240,Skagit,29320.0,Mount Vernon School District,2295.0,Mount Vernon High School,P,12th Grade,500.0,249.0,0.0,251.0,3.0,18.0,3.0,252.0,7.0,21.0,196.0,41.0,0.0,0.0,14.0,281.0,96.0,1.0,24.0,25.0,48.0,459.0,498.0,500.0,486.0,219.0,404.0,474.0,53.0,3.0,18.0,8.0,39.0,37.0,490.0,394.0,28.0,68.0,0.8041,536,14,2.60%,29320.0,25728093.3
241,Skagit,29320.0,Mount Vernon School District,1992.0,Skagit Academy,A,12th Grade,21.0,10.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,21.0,21.0,21.0,21.0,18.0,21.0,19.0,3.0,,,,,2.0,20.0,17.0,3.0,0.0,0.85,Count Suppressed,Count Suppressed,<10%,29320.0,2660001.8
242,King,17903.0,Muckleshoot Indian Tribe,1986.0,Muckleshoot Tribal School,Q,12th Grade,50.0,24.0,0.0,26.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,6.0,1.0,10.0,50.0,50.0,50.0,50.0,28.0,48.0,40.0,3.0,1.0,,3.0,3.0,1.0,42.0,31.0,4.0,7.0,0.7381,Count Suppressed,Count Suppressed,<5%,17903.0,5739492.5
243,Snohomish,31006.0,Mukilteo School District,4247.0,ACES High School,A,12th Grade,86.0,46.0,0.0,40.0,1.0,3.0,10.0,28.0,1.0,9.0,34.0,6.0,0.0,0.0,12.0,56.0,1.0,0.0,15.0,2.0,2.0,80.0,86.0,86.0,74.0,30.0,85.0,73.0,11.0,,1.0,4.0,8.0,9.0,75.0,43.0,19.0,13.0,0.5733,107,6,5.60%,31006.0,3093169.5
244,Snohomish,31006.0,Mukilteo School District,4433.0,Kamiak High School,P,12th Grade,498.0,226.0,0.0,272.0,0.0,113.0,14.0,42.0,3.0,47.0,279.0,15.0,0.0,28.0,6.0,91.0,0.0,0.0,16.0,34.0,54.0,483.0,496.0,470.0,492.0,407.0,498.0,465.0,51.0,2.0,3.0,1.0,11.0,50.0,466.0,434.0,15.0,17.0,0.9313,512,16,3.10%,31006.0,25642177.5
245,Snohomish,31006.0,Mukilteo School District,3688.0,Mariner High School,P,12th Grade,518.0,242.0,0.0,276.0,8.0,67.0,49.0,189.0,14.0,42.0,149.0,90.0,0.0,5.0,13.0,327.0,1.0,0.0,37.0,9.0,80.0,428.0,513.0,513.0,505.0,191.0,517.0,464.0,98.0,3.0,1.0,11.0,34.0,80.0,482.0,394.0,39.0,49.0,0.8174,560,22,3.90%,31006.0,30398683.8
246,Snohomish,31006.0,Mukilteo School District,5498.0,Mukilteo Reengagement Academy Open Doors,R,12th Grade,29.0,13.0,0.0,16.0,0.0,3.0,2.0,15.0,0.0,2.0,7.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,1.0,26.0,29.0,29.0,29.0,20.0,29.0,33.0,7.0,,,4.0,13.0,3.0,37.0,4.0,16.0,17.0,0.1081,Count Suppressed,Count Suppressed,<4%,31006.0,72310.6
247,Yakima,39003.0,Naches Valley School District,2591.0,Naches Valley High School,P,12th Grade,98.0,46.0,0.0,52.0,1.0,2.0,0.0,18.0,0.0,2.0,75.0,1.0,0.0,12.0,1.0,40.0,2.0,1.0,3.0,2.0,12.0,97.0,97.0,86.0,97.0,58.0,96.0,101.0,6.0,,2.0,2.0,1.0,10.0,97.0,89.0,3.0,5.0,0.9175,Count Suppressed,Count Suppressed,<3%,39003.0,4967638.0
248,Lewis,21014.0,Napavine School District,2273.0,Napavine Jr Sr High School,P,12th Grade,65.0,24.0,0.0,41.0,0.0,1.0,0.0,11.0,0.0,1.0,52.0,0.0,0.0,11.0,2.0,27.0,0.0,0.0,1.0,0.0,4.0,65.0,64.0,54.0,63.0,38.0,65.0,65.0,5.0,,,,1.0,12.0,58.0,54.0,3.0,1.0,0.931,Count Suppressed,Count Suppressed,<4%,21014.0,4926793.6
249,Pend Oreille,26056.0,Newport School District,2518.0,Newport High School,P,12th Grade,70.0,34.0,0.0,36.0,0.0,0.0,1.0,2.0,0.0,2.0,65.0,0.0,0.0,14.0,4.0,27.0,0.0,1.0,8.0,8.0,8.0,70.0,70.0,56.0,66.0,43.0,70.0,69.0,20.0,4.0,,4.0,1.0,23.0,66.0,57.0,0.0,9.0,0.8636,Count Suppressed,Count Suppressed,<4%,26056.0,5089212.3
250,Pend Oreille,26056.0,Newport School District,5118.0,Pend Oreille River School,A,12th Grade,24.0,11.0,0.0,13.0,5.0,0.0,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,2.0,1.0,5.0,24.0,24.0,24.0,20.0,6.0,24.0,19.0,7.0,,,3.0,1.0,1.0,25.0,16.0,5.0,4.0,0.64,Count Suppressed,Count Suppressed,<9%,26056.0,276838.7
251,Spokane,32325.0,Nine Mile Falls School District,4333.0,Lakeside High School,P,12th Grade,112.0,57.0,0.0,55.0,1.0,1.0,2.0,9.0,0.0,5.0,94.0,0.0,0.0,0.0,1.0,29.0,0.0,2.0,2.0,2.0,18.0,112.0,112.0,112.0,111.0,83.0,112.0,118.0,11.0,,,1.0,4.0,15.0,114.0,107.0,2.0,5.0,0.9386,Count Suppressed,Count Suppressed,<3%,32325.0,6054794.6
252,Whatcom,37506.0,Nooksack Valley School District,2459.0,Nooksack Valley High School,P,12th Grade,114.0,61.0,0.0,53.0,4.0,1.0,1.0,36.0,0.0,2.0,70.0,9.0,0.0,3.0,1.0,55.0,6.0,0.0,6.0,9.0,19.0,105.0,113.0,111.0,113.0,59.0,108.0,97.0,14.0,,,2.0,13.0,12.0,99.0,82.0,2.0,15.0,0.8283,120,4,3.30%,37506.0,5938582.2
253,Grays Harbor,14064.0,North Beach School District No. 64,2728.0,North Beach Senior High School,P,12th Grade,46.0,23.0,0.0,23.0,2.0,1.0,2.0,3.0,1.0,5.0,32.0,0.0,0.0,12.0,2.0,33.0,1.0,0.0,4.0,1.0,14.0,46.0,46.0,34.0,44.0,13.0,45.0,37.0,9.0,,,,6.0,5.0,41.0,35.0,0.0,6.0,0.8537,52,5,9.60%,14064.0,3224893.2
254,Franklin,11051.0,North Franklin School District,1754.0,Palouse Junction High School,A,12th Grade,18.0,7.0,0.0,11.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,14.0,4.0,0.0,4.0,0.0,7.0,11.0,18.0,18.0,18.0,4.0,14.0,14.0,1.0,,,,2.0,1.0,14.0,12.0,0.0,2.0,0.8571,Count Suppressed,Count Suppressed,<10%,11051.0,595383.5
